stop_id,stop_name,stop_lat,stop_lon,zone_id
74,Cabanas,41.559441,-8.418493,1
75,Confeiteira I (Escola Profissional),41.564247,-8.419776,1
76,Confeiteira II (Cabanas),41.566029,-8.420376,1
77,Confeiteira III,41.570923,-8.423078,1
78,Manuel J Machado I ,41.572800,-8.424762,1
79,Manuel J Machado II,41.572594,-8.428145,1
80,Jogo da Bola,41.571857,-8.429689,1
81,Alfredo J Sousa I,41.570114,-8.430794,1
82,S Rosendo (Dume),41.568031,-8.434335,1
83,S Frutuoso (Carcavelos),41.567451,-8.437674,1
84,Recta Feital I,41.564903,-8.440429,1
85,Recta Feital II,41.563332,-8.442361,1
86,Feital,41.559963,-8.446592,2
87,Mouquim,41.558800,-8.368581,2
89,Costa Gomes IV ,41.558365,-8.444890,1
90,Entre-Portas II,41.579788,-8.439883,1
91,Pateira I,41.573166,-8.452675,3
92,Ramoa,41.570961,-8.452098,3
93,Pateira III,41.579128,-8.453290,3
94,Carmo I (Capela),41.582043,-8.453932,3
95,Presa I,41.590122,-8.458573,3
96,Presa II,41.592655,-8.460386,3
97,Cabanas,41.559284,-8.418563,1
98,Confeiteira I (Escola Profissional),41.564236,-8.419880,1
99,Entre-Portas I,41.575695,-8.439958,1
100,Recta Feital II,41.563278,-8.442287,1
101,Recta Feital I,41.564854,-8.440356,1
102,S Frutuoso (Carcavelos),41.567383,-8.437693,1
103,S Rosendo (Dume),41.567924,-8.434312,1
104,Alfredo J Sousa I,41.570068,-8.430705,1
105,Jogo da Bola,41.571712,-8.429666,1
106,Manuel J Machado I,41.572701,-8.424802,1
107,Confeiteira III,41.570957,-8.423173,1
108,Confeiteira II (Cabanas),41.565929,-8.420475,1
109,Manuel J Machado II ,41.572475,-8.428265,1
110,Liberdade (25 de Abril),41.547802,-8.421009,1
111,Liberdade (Igreja S Lázaro I) ,41.546856,-8.420460,1
116,25 de Abril (Parque Infantil),41.547932,-8.419246,1
117,25 de Abril (D Maria II - I),41.548347,-8.418777,1
118,Senhora-A-Branca,41.551830,-8.416798,1
119,S Victor,41.552387,-8.414614,1
120,D Pedro V - I ,41.552910,-8.411800,1
121,D Pedro V - II,41.554821,-8.408511,1
122,D Pedro V - II,41.554825,-8.407878,1
123,D Pedro V - I,41.552807,-8.412279,1
124,S Victor,41.552322,-8.415117,1
125,Nova Santa Cruz (Qta Armada),41.555023,-8.404552,1
126,Nova Santa Cruz (Qta Armada),41.555080,-8.404587,1
127,Nova Santa Cruz ,41.555717,-8.402249,1
128,Nova Santa Cruz ,41.555679,-8.402188,1
129,Nova Santa Cruz (Lusíadas),41.556732,-8.400335,1
130,Nova Santa Cruz (Lusíadas),41.556694,-8.400275,1
131,Nova Santa Cruz (Um),41.557892,-8.398632,1
132,Nova Santa Cruz (Um),41.557816,-8.398551,1
133,Quinta Armada (Rosalvo Almeida),41.556965,-8.403508,1
135,Quinta Armada (Bairro d' Alegria),41.563286,-8.403692,1
136,Fernando O Guimarães I,41.560314,-8.406238,1
137,Recta Feital IV (Limite 2/1),41.560741,-8.445401,2
138,Fernando O Guimarães II,41.561008,-8.404357,1
139,Santo António II,41.564186,-8.497150,3
140,Júlio Fragata I ,41.556263,-8.406979,1
141,Júlio Fragata II,41.559570,-8.407222,1
142,Júlio Fragata III ,41.559311,-8.407633,1
143,Júlio Fragata IV ,41.556999,-8.407299,1
144,Central III,41.551865,-8.421146,1
145,Santo António II,41.564144,-8.497003,3
146,Central I,41.551868,-8.419851,1
147,Central II,41.551884,-8.420075,1
148,Bela Vista III,41.571918,-8.372094,2
149,Beato M Carvalho (Restauração),41.550652,-8.414910,1
150,Bernardo Sequeira,41.548801,-8.410065,1
151,Bernardo Sequeira,41.548767,-8.410171,1
152,Santa Tecla,41.547314,-8.409101,1
153,Jaime Sotto Mayor,41.547390,-8.408522,1
154,António Palha,41.548153,-8.403820,1
155,António Palha,41.548340,-8.403860,1
156,Pascoal Fernandes,41.546555,-8.402573,1
157,Parque Ind Sobreposta II,41.333832,-8.205945,3
158,Parque Ind Sobreposta I,41.333138,-8.205875,3
159,Parque Ind Sobreposta I,41.333134,-8.205826,3
160,Pascoal Fernandes,41.546707,-8.402841,1
163,Quinta Armada (Bairro d' Alegria),41.563297,-8.403771,1
165,Raio (Senhora-A-Branca),41.551277,-8.417666,1
166,Raio (Novais e Sousa),41.549973,-8.419862,1
167,Verdosas (Bairro d' Alegria),41.565002,-8.402491,1
169,Machado Owen (Simões Almeida),41.541096,-8.408208,1
170,Machado Owen (Simões Almeida),41.541122,-8.408280,1
171,Machado Owen (Residência UM II),41.544552,-8.407317,1
174,Nascente,41.545715,-8.408008,1
175,31 de Janeiro (Rio Este),41.546101,-8.413264,1
176,31 de Janeiro (Seg Social),41.547684,-8.414384,1
182,Simões Almeida II (B D Pacheco),41.541077,-8.408699,1
184,Cons Torres Almeida II,41.551735,-8.428461,1
185,Conde Agrolongo II ,41.552818,-8.426919,1
186,Conde Agrolongo I ,41.552811,-8.427145,1
188,Hospital (Parque),41.343281,-8.235905,1
189,Feira (Variante),41.555820,-8.434444,1
190,António J Lisboa I,41.556679,-8.436493,1
191,António J Lisboa II,41.557560,-8.434298,1
192,António J Lisboa III,41.559132,-8.433296,1
193,S Martinho (Estádio),41.564133,-8.432605,1
194,S Martinho (Passal),41.566219,-8.433296,1
195,Cónego Insuelas ,41.341049,-8.264450,1
196,Rego,41.571491,-8.434401,1
197,Entre-Portas I ,41.575649,-8.439870,1
198,Entre-Portas II,41.579815,-8.439791,1
203,António A Reis I ,41.342278,-8.255416,1
204,António A Reis II ,41.571507,-8.430565,1
206,Alfredo J Sousa II,41.568207,-8.433298,1
207,S Martinho (Estádio),41.563938,-8.432782,1
208,António J Lisboa III,41.559132,-8.433408,1
209,António J Lisboa II,41.557655,-8.434437,1
210,António J Lisboa I,41.556709,-8.436590,1
211,Machado Owen (B D Pacheco),41.542324,-8.407565,1
212,Machado Owen (B D Pacheco),41.542301,-8.407481,1
213,Feira (Variante),41.555630,-8.434175,1
214,Feira (Parretas),41.555553,-8.430753,1
215,André Soares I,41.546646,-8.417320,1
216,André Soares II,41.547646,-8.414965,1
219,Biscainhos,41.550476,-8.429557,1
220,Órfãos S Caetano (S Gregório),41.543678,-8.442644,1
222,Gualtar I (Limite 2/1),41.560421,-8.394324,2
223,Imac Conceição (Fujacal),41.545097,-8.423737,1
224,Imac Conceição (Colina),41.543934,-8.428011,1
225,Imac Conceição (Santo Condestável),41.543167,-8.429874,1
226,Imac Conceição (Santo Condestável),41.542522,-8.430801,1
227,Imac Conceição (Colina),41.543808,-8.427797,1
228,Imac Conceição (Fujacal),41.544590,-8.425165,1
229,Cidade Porto I ,41.539101,-8.433800,1
230,Cidade Porto II,41.537380,-8.435150,1
231,Cidade Porto III (Limite 2/1),41.534836,-8.437046,2
232,Cidade Porto II,41.537331,-8.435039,1
233,Cidade Porto I,41.540092,-8.432893,1
234,Santa Margarida (Camões),41.554138,-8.416949,1
235,Santa Margarida (Sá de Miranda),41.556973,-8.417298,1
236,Santa Margarida (Camões),41.553829,-8.417063,1
237,Santa Margarida (Sá de Miranda),41.556686,-8.417326,1
238,Cons Bento Miguel ,41.557678,-8.416523,1
239,Monte d' Arcos,41.557781,-8.413929,1
240,Monte d' Arcos,41.557865,-8.413999,1
243,Loureiro Amorim,41.559063,-8.414804,1
244,Areal Cima I,41.562569,-8.412535,1
245,Areal Cima II,41.564926,-8.411897,1
246,Areal Cima III,41.566387,-8.410823,1
247,Areal Cima IV,41.567757,-8.408997,1
248,Rafael B Pinheiro I,41.569630,-8.406967,1
249,Rafael B Pinheiro II,41.571106,-8.405932,1
250,Rafael B Pinheiro III,41.572315,-8.402629,1
251,Sete Fontes I,41.573753,-8.401661,1
252,Sete Fontes II,41.575447,-8.400309,1
253,Sete Fontes II ,41.575459,-8.400457,1
254,Sete Fontes I,41.573833,-8.401737,1
255,Rafael B Pinheiro III,41.572159,-8.403374,1
257,Liberdade (Carandá I),41.545334,-8.419593,1
258,Liberdade (Carandá II) ,41.545097,-8.419459,1
259,Liberdade (Ponte),41.542400,-8.417889,1
260,Liberdade (Carandá),41.545322,-8.419307,1
261,Liberdade (Igreja S Lázaro),41.546673,-8.420123,1
263,Liberdade (Ponte),41.542850,-8.417813,1
264,Viriato A Nunes I,41.538040,-8.419515,1
265,Viriato A Nunes II,41.537994,-8.421544,1
266,Pinheiro (P Gregória),41.535423,-8.421951,1
267,Pinheiro I,41.534752,-8.419410,1
268,Pinheiro II,41.533886,-8.416962,1
269,Agrinha I (Limite 2/1),41.531635,-8.415900,2
270,Pinheiro II,41.533955,-8.416891,1
271,Pinheiro I,41.534771,-8.419310,1
273,Viriato A Nunes II,41.537556,-8.422930,1
274,Bombeiros Voluntários,41.546192,-8.427820,1
275,Carmo (Mercado),41.554077,-8.426252,1
276,Barros e Soares III (Limite 2/1),41.531921,-8.418853,2
277,Barros e Soares II,41.534412,-8.420615,1
278,Mouta III (Limite 2/1),41.533043,-8.429841,2
279,Mouta II,41.534245,-8.429869,1
280,Mouta I,41.535851,-8.429446,1
281,Couteiro,41.539108,-8.428085,1
282,Cons Lobato (Monsenhor Airosa),41.542271,-8.424758,1
283,Cons Lobato (Travessa),41.542904,-8.422169,1
284,Cons Lobato (Fujacal),41.543655,-8.419375,1
285,Cons Lobato (Fujacal),41.543568,-8.419359,1
286,Raio (João Penha),41.549164,-8.421299,1
288,António B M Junior (Bairro Social),41.557659,-8.410891,1
289,S Martinho (Passal),41.566208,-8.433386,1
290,Rafael B Pinheiro II,41.571144,-8.406037,1
293,Devesa,41.542126,-8.416765,1
294,Santo Adrião ( Alberto Sampaio),41.542072,-8.414531,1
295,Santo Adrião ( Alberto Sampaio),41.542297,-8.414777,1
296,Forças Armadas,41.538887,-8.409676,1
297,Cor Albino Rodrigues,41.539139,-8.407000,1
300,Robert Smith I,41.541847,-8.400117,1
301,Robert Smith II,41.542011,-8.401064,1
303,Fujacal,41.544312,-8.423668,1
304,Monsenhor Airosa,41.541924,-8.425297,1
305,Falperra I (Santo Adrião),41.539143,-8.411590,1
306,Falperra I (Santo Adrião),41.539639,-8.411602,1
307,Falperra II (Limite 2/1),41.535915,-8.409388,2
308,Frei J Vilaça (Limite 2/1) ,41.534821,-8.441916,2
309,Padre Cruz (Igreja),41.535397,-8.439498,1
310,Padre Cruz (Livramento),41.536922,-8.438857,1
311,Padre Cruz (Cruzeiro),41.538631,-8.438256,1
312,Padre Cruz (P Falcões),41.541031,-8.437048,1
313,Padre Cruz (Moura Coutinho),41.543213,-8.434718,1
314,Padre Cruz (Moura Coutinho),41.543102,-8.435052,1
315,Padre Cruz (P Falcões),41.541210,-8.437048,1
316,Padre Cruz (Cruzeiro),41.538109,-8.438581,1
317,Padre Cruz (Livramento),41.536953,-8.438964,1
318,Sampaio Pimentel,41.539429,-8.438770,1
321,Órfãos S Caetano (Escola),41.542065,-8.442417,1
322,Justiça,41.547779,-8.412943,1
323,Machado Vilela I,41.546856,-8.411311,1
324,Machado Vilela II,41.548473,-8.410983,1
328,Abade Loureira,41.556969,-8.427182,1
329,Abade Loureira,41.557011,-8.427049,1
331,Francisco Noronha,41.559853,-8.425997,1
333,Egídio Guimarães I,41.544434,-8.401894,1
334,António Mariz,41.549873,-8.402310,1
335,Luís A Correia (Residência Universitária),41.551830,-8.400648,1
337,António Mariz,41.549831,-8.402207,1
339,Luís A Correia (Residência Universitária),41.551830,-8.400511,1
340,Baixo,41.546280,-8.411749,1
341,Senhor Socorro I (Limite 1/2),41.572193,-8.422521,1
342,Senhor Socorro I (Limite 2/1),41.572311,-8.422549,2
343,Cávado I (Limite 1/2),41.573578,-8.423849,1
344,Cávado I (Limite 2/1),41.572647,-8.423534,2
348,Mário Almeida II,41.562710,-8.420646,1
349,Mário Almeida I,41.561520,-8.421216,1
350,António Freire,41.559937,-8.421937,1
353,S José,41.559963,-8.409313,1
355,Nascente,41.545650,-8.407985,1
360,Bela Vista III,41.571926,-8.372841,2
362,S José,41.559834,-8.409275,1
365,Recta Feital IV (Limite 1/2),41.560802,-8.445459,1
366,Luís A Correia ,41.553211,-8.396766,1
368,Bairro Soc Enguardas,41.558792,-8.410139,1
370,Universidade do Minho,41.557583,-8.397568,1
371,Universidade do Minho,41.557411,-8.397774,1
372,Feira (Montélios),41.555016,-8.438075,1
373,Machado Owen (Residência UM I),41.545204,-8.407564,1
374,Domingos Pereira,41.563133,-8.410929,1
375,Domingos Pereira,41.563152,-8.411000,1
376,Quinta Passos I,41.564556,-8.409268,1
377,Quinta Passos I,41.564587,-8.409329,1
378,Quinta Passos II,41.565556,-8.407887,1
379,Quinta Passos II,41.565598,-8.407968,1
380,Frei Cipriano (Limite 1/2),41.534576,-8.440212,1
381,Frei Cipriano (Limite 2/1),41.533371,-8.439711,2
383,João XXI (31 de Janeiro II),41.548534,-8.416150,1
388,Ambrósio Santos (Limite 2/1),41.545067,-8.401115,2
390,Simões Almeida I,41.542057,-8.409888,1
391,Simões Almeida I,41.542171,-8.409861,1
392,S Martinho (Bairro),41.558601,-8.432689,1
393,Gualtar II (Limite 2/1),41.560345,-8.394456,2
394,Gualtar (Limite 1/2),41.560482,-8.393981,1
395,Teófilo Braga,41.536510,-8.408483,1
396,Porfírio Silva,41.543636,-8.411674,1
397,Porfírio Silva,41.543537,-8.411468,1
399,Areal Cima III,41.566315,-8.411009,1
400,Areal Cima II,41.564938,-8.411972,1
401,Viriato A Nunes I,41.538216,-8.418894,1
402,Areal Cima IV ,41.567795,-8.409040,1
403,Couteiro,41.539146,-8.428205,1
404,Mouta I ,41.535778,-8.429575,1
406,Rafael B Pinheiro I,41.569664,-8.406967,1
407,Mouta II ,41.534256,-8.429941,1
408,Barros e Soares II,41.534344,-8.420687,1
410,Espírito Santo II ,41.533089,-8.403410,2
411,João XXI (D Maria II),41.547642,-8.417577,1
412,Carmo III (Vieira),41.587307,-8.456719,3
413,Formigueira II,41.560246,-8.454640,2
414,Formigueira II,41.560215,-8.454736,2
415,Formigueira I,41.559402,-8.452400,2
416,Formigueira I,41.559341,-8.452512,2
417,Carreira I ,41.544735,-8.398170,2
418,Igreja II ,41.544888,-8.398301,2
419,Espirito Santo II,41.533142,-8.403497,2
420,Pinheiro I,41.546448,-8.393306,2
421,Pinheiro I,41.546497,-8.393296,2
422,Pinheiro II,41.546047,-8.391214,2
423,Pinheiro II,41.546104,-8.391181,2
424,Groias I,41.545868,-8.389347,2
425,Groias I,41.545879,-8.389420,2
426,Groias II (P Manso),41.547340,-8.389343,2
427,Groias II (P Manso),41.547287,-8.389398,2
428,Santa Teresa,41.548553,-8.388412,2
429,Santa Teresa,41.548592,-8.388473,2
430,S Salvador,41.550053,-8.388421,2
431,Dadim II,41.547230,-8.384377,2
432,Dadim II,41.547291,-8.384385,2
433,Dadim I ,41.547821,-8.386842,2
434,Dadim I,41.547867,-8.386833,2
435,Igreja I,41.545181,-8.396161,2
436,Campo II ,41.574677,-8.358708,3
437,Campo II ,41.574749,-8.358692,3
438,Campo I,41.574631,-8.361281,3
439,Campo I ,41.574596,-8.361319,3
440,Pinheiro Velho III,41.574154,-8.364011,3
441,Pinheiro Velho III,41.574123,-8.363974,3
442,Pinheiro Velho II,41.573399,-8.366729,3
443,Pinheiro Velho II,41.573307,-8.366581,3
444,Pinheiro Velho I,41.573765,-8.367479,3
445,Pinheiro Velho I,41.573692,-8.367509,3
446,Marco (Limite 3/2),41.573311,-8.369574,3
447,Marco (Limite 2/3),41.573261,-8.369529,2
450,Bela Vista II,41.570667,-8.376483,2
451,Bela Vista II,41.570736,-8.376502,2
452,Bela Vista I,41.569828,-8.378369,2
453,Bela Vista I,41.569839,-8.378532,2
454,Infante D Henrique II,41.568462,-8.380777,2
455,Infante D Henrique II ,41.568542,-8.380842,2
456,Infante D Henrique I,41.567333,-8.383942,2
457,Infante D Henrique I,41.567406,-8.384000,2
458,Lameira ,41.566254,-8.386126,2
459,Lameira,41.566254,-8.386427,2
461,Cidade Porto IV,41.532467,-8.439392,2
462,Cidade Porto IV,41.532295,-8.439378,2
463,Cidade Porto V,41.530357,-8.442168,2
464,Cidade Porto V,41.530594,-8.441323,2
465,Cidade Porto VI ,41.529678,-8.445311,2
466,Cidade Porto VI  ,41.529598,-8.445064,2
467,Maria D Silva (Limite 2/3),41.526211,-8.448233,2
469,António Cabral (Limite 3/2),41.525597,-8.448447,3
470,António Cabral (Limite 2/3),41.525299,-8.448668,2
471,Manuel S Gomes (Limite 2/3),41.525944,-8.449012,2
472,Manuel S Gomes (Limite 3/2),41.525871,-8.449033,3
473,Ponte das Traves I,41.521790,-8.450798,3
474,Ponte das Traves I,41.521828,-8.450701,3
475,Ponte das Traves II,41.518436,-8.450704,3
476,Ponte das Traves II,41.518429,-8.450640,3
477,Ponte das Traves III,41.516811,-8.449814,3
478,Ponte das Traves III ,41.516842,-8.449765,3
479,S Lourenço II,41.514091,-8.450113,3
480,S Lourenço II,41.514065,-8.449950,3
481,S Lourenço III (Cruzamento),41.511646,-8.451446,3
482,S Lourenço IV,41.508942,-8.452908,3
483,Paulo G Pinto,41.511593,-8.453801,3
485,S Lourenço IV,41.508869,-8.452779,3
486,João Rolo I,41.514587,-8.456639,3
487,João Rolo II,41.517376,-8.461048,3
488,João Rolo III,41.516312,-8.459633,3
489,Pidre ,41.574825,-8.355423,3
490,Pidre ,41.574883,-8.355427,3
491,Pregal I,41.575310,-8.351945,3
492,Pregal I,41.575363,-8.351975,3
493,Pregal II,41.575111,-8.349232,3
494,Pregal II,41.575165,-8.349231,3
495,Agrinha I (Limite 1/2),41.531624,-8.415966,1
496,Agrinha II ,41.529724,-8.416095,2
497,Agrinha II,41.529697,-8.416042,2
498,Bairro I,41.528004,-8.416580,2
499,Bairro I,41.528019,-8.416513,2
500,Bairro II,41.527187,-8.415464,2
501,Bairro II ,41.527145,-8.415517,2
502,Igreja II,41.525833,-8.413716,2
503,Igreja II,41.525883,-8.413709,2
504,Igreja III,41.527550,-8.410749,2
505,Igreja III,41.527550,-8.411443,2
506,Agrelo,41.528473,-8.410184,2
507,Agrelo ,41.528477,-8.410263,2
508,Barreiros II,41.532745,-8.410493,2
509,Barreiros II,41.532421,-8.410419,2
510,Cruzeiro ,41.534096,-8.410266,2
511,Cruzeiro ,41.534145,-8.410089,2
512,Penouços I,41.532700,-8.408682,2
513,Penouços I,41.532726,-8.408606,2
514,Penouços II,41.532013,-8.408015,2
515,Penouços II,41.532040,-8.407922,2
516,Penouços III,41.531113,-8.406263,2
517,Penouços III ,41.531200,-8.406265,2
518,Espirito Santo I ,41.531494,-8.402752,2
519,Espirito Santo I,41.531498,-8.402892,2
520,Falperra IV (Espírito Santo),41.532959,-8.402465,2
521,Falperra IV (Espírito Santo),41.533298,-8.402698,2
522,Falperra V (Capela),41.531605,-8.399738,2
523,Falperra V (Capela),41.531666,-8.399769,2
524,Falperra VI  (Boavista),41.532593,-8.396667,2
525,Falperra VI  (Boavista),41.532658,-8.396726,2
526,Barral I,41.531429,-8.395554,2
527,Barral I,41.531406,-8.395653,2
528,Capela III,41.586910,-8.453898,3
529,Capela III ,41.586891,-8.453836,3
530,Capela II,41.588760,-8.450746,3
531,Capela II,41.588722,-8.450714,3
532,Capela I,41.590046,-8.446751,3
533,Capela I,41.590076,-8.446834,3
534,Carregal IV,41.591782,-8.441039,3
535,Carregal IV,41.591827,-8.441007,3
536,Carregal III,41.588238,-8.435562,3
537,Carregal III,41.588291,-8.435549,3
538,Carregal II,41.588482,-8.433990,3
539,Carregal II,41.588440,-8.433931,3
540,Carregal I (Limite 3/2),41.588860,-8.430747,3
541,Carregal I (Limite 2/3),41.588905,-8.430729,2
542,Cima II,41.561886,-8.460379,3
543,Cima II,41.561848,-8.460459,3
544,Baixo I,41.563725,-8.462891,3
545,Baixo I,41.563679,-8.462945,3
546,Baixo II,41.564896,-8.465189,3
547,Baixo II ,41.564835,-8.465220,3
548,Doze Sobreiros ,41.568741,-8.466735,3
549,Doze Sobreiros ,41.568752,-8.466800,3
550,Padrão,41.570412,-8.466129,3
551,Padrão,41.570423,-8.466205,3
554,S Vicenço,41.576187,-8.467314,3
555,S Vicenço,41.576180,-8.467443,3
559,S Pedro (Igreja),41.561722,-8.370286,2
560,Searas,41.565384,-8.372232,2
561,Searas,41.565407,-8.372136,2
562,Areias IV ,41.566998,-8.371871,2
563,Areias IV,41.566994,-8.371785,2
564,Areias III,41.568672,-8.370773,2
565,Areias III,41.568680,-8.370849,2
566,Areias II,41.569584,-8.370794,2
567,Areias II ,41.569576,-8.370875,2
568,Estrada S Pedro II (Arco),41.554287,-8.381322,2
569,Estrada S Pedro II (Arco),41.554279,-8.381427,2
570,Estrada S Pedro I,41.332893,-8.225310,2
571,Estrada S Pedro I,41.332905,-8.225344,2
572,Outeiro III ,41.561104,-8.378358,2
573,Outeiro III ,41.561031,-8.378520,2
574,Outeiro II ,41.561836,-8.376900,2
575,Outeiro II ,41.561893,-8.376940,2
576,Outeiro I,41.563297,-8.375618,2
577,Outeiro I,41.563389,-8.375633,2
578,Igreja (Rossinhas),41.562920,-8.373929,2
579,Igreja (Rossinhas),41.563004,-8.373828,2
580,Casa Nova,41.565983,-8.471367,3
581,Casa Nova,41.566040,-8.471375,3
582,Devesa I (Cemitério),41.586323,-8.462035,3
583,Devesa I (Cemitério),41.586266,-8.461822,3
584,Devesa II,41.585758,-8.464823,3
585,Devesa II,41.585682,-8.464813,3
586,Cachada I,41.585854,-8.465433,3
587,Cachada II,41.585949,-8.466718,3
588,Bouça I,41.585590,-8.470921,3
589,Bouça I,41.585533,-8.470914,3
590,Bouça II ,41.584141,-8.472824,3
591,Bouça II,41.584141,-8.472709,3
592,Bouça III,41.583012,-8.473806,3
593,Bouça III,41.582939,-8.473780,3
594,Ruães,41.581509,-8.475170,3
596,S Martinho Tibães (Verdes),41.580040,-8.476050,3
597,S Martinho Tibães (Verdes),41.580093,-8.475968,3
598,S Martinho Tibães (Sobrado II),41.577084,-8.476442,3
599,S Martinho Tibães (Sobrado II),41.577076,-8.476368,3
600,S Martinho Tibães (Sobrado I),41.574150,-8.476846,3
601,S Martinho Tibães (Sobrado I),41.574703,-8.476661,3
602,S Martinho Tibães (Senhora do Ó),41.571651,-8.477155,3
603,S Martinho Tibães (Senhora do Ó),41.571644,-8.477077,3
604,S Martinho Tibães (Barrosa),41.567982,-8.477646,3
605,S Martinho Tibães (Barrosa),41.567978,-8.477565,3
606,Castelhano,41.565426,-8.477378,3
607,Castelhano,41.565498,-8.477207,3
608,Seixido (Assento),41.566849,-8.482119,3
609,Seixido (Assento),41.566792,-8.482146,3
610,Assento,41.567684,-8.485530,3
611,Assento ,41.567577,-8.485465,3
612,Veiga II,41.566593,-8.489681,3
613,Veiga II,41.566525,-8.489689,3
614,Senhora da Graça (Capela),41.567188,-8.493102,3
615,Senhora da Graça (Capela),41.567104,-8.493015,3
616,Cruzinha,41.566425,-8.495868,3
617,Cruzinha,41.566414,-8.495680,3
618,Paradela (Sarrido Baixo),41.565010,-8.498903,3
619,Paradela (Sarrido Baixo),41.564922,-8.499018,3
620,Sarrido,41.565067,-8.501523,3
621,Sarrido,41.565056,-8.501665,3
622,S Martinho Tibães (Cruzamento),41.566013,-8.477805,3
623,S Martinho Tibães (Cruzamento),41.566021,-8.477898,3
624,Mosteiro I ,41.562824,-8.477471,3
625,Mosteiro I,41.562824,-8.477366,3
626,Mosteiro II ,41.560951,-8.477517,3
627,Mosteiro II ,41.560951,-8.477433,3
628,Senhor Socorro II (P Mourão),41.573112,-8.419767,2
629,Senhor Socorro II (P Mourão),41.573151,-8.419842,2
630,Senhor Socorro III,41.574528,-8.418561,2
631,Senhor Socorro III,41.574417,-8.418481,2
632,Senhor Socorro IV (Ortigueira),41.576401,-8.416120,2
633,Senhor Socorro IV (Ortigueira),41.576481,-8.416119,2
634,Senhor Socorro V (Limite 2/3),41.576954,-8.413035,2
635,Senhor Socorro V (Limite 3/2),41.577034,-8.413060,3
636,Imac Conceição I (Alminhas),41.578156,-8.409386,3
637,Imac Conceição I (Alminhas),41.578175,-8.409467,3
638,Imac Conceição II (Outeiro),41.579552,-8.408570,3
639,Imac Conceição II (Outeiro),41.579586,-8.408660,3
640,Imac Conceição III ,41.580811,-8.406865,3
641,Imac Conceição III,41.580849,-8.406918,3
642,Imac Conceição IV (Eira Velha),41.583260,-8.404761,3
643,Imac Conceição IV (Eira Velha),41.583302,-8.404865,3
644,Imac Conceição V ,41.585957,-8.402150,3
645,Imac Conceição V,41.585953,-8.402433,3
646,Imac Conceição VI  (Junta),41.586861,-8.400003,3
647,Imac Conceição VI  (Junta),41.586952,-8.400033,3
648,Imac Conceição VII ,41.586960,-8.398404,3
649,Imac Conceição VII,41.587032,-8.398403,3
650,Imac Conceição VIII (Pegada),41.586136,-8.396290,3
651,Imac Conceição VIII (Pegada),41.586159,-8.396201,3
652,Imac Conceição IX (Igreja),41.585598,-8.394728,3
653,Imac Conceição IX (Igreja),41.585644,-8.394836,3
654,Imac Conceição X (Renda),41.586304,-8.392088,3
655,Imac Conceição X (Renda),41.586353,-8.392137,3
656,Imac Conceição XI ,41.588184,-8.388049,3
657,Imac Conceição XI,41.588200,-8.388157,3
658,Imac Conceição XII (Aldeia Rio),41.590851,-8.386962,3
659,Imac Conceição XII (Aldeia Rio),41.590897,-8.387014,3
660,Imac Conceição XIII (Penela),41.592571,-8.383562,3
661,Imac Conceição XIII (Penela),41.592632,-8.383586,3
662,Imac Conceição XIV ,41.593460,-8.380658,3
663,Imac Conceição XIV ,41.593521,-8.380690,3
664,Souto I (Barranha),41.594299,-8.379156,3
665,Souto I (Barranha),41.594341,-8.379254,3
666,Souto II,41.596066,-8.376254,3
667,Souto II,41.596153,-8.376222,3
669,1º de Maio I,41.598812,-8.373341,3
670,Santa Lucrécia II,41.599377,-8.378936,3
671,Santa Lucrécia II,41.599323,-8.379015,3
672,Santa Lucrécia III,41.600567,-8.380242,3
673,Santa Lucrécia III,41.600559,-8.380334,3
674,Domingos Soares I (Escola),41.603428,-8.381421,3
675,Domingos Soares I (Escola),41.603405,-8.381508,3
676,17 de Dezembro (Celeirós),41.514668,-8.455961,3
680,Domingos Soares V (Navarra),41.609791,-8.385807,3
682,Reais IV (Montinho),41.601425,-8.367192,3
684,Alberto Sepúlveda II (Igreja),41.607346,-8.381029,3
686,Alberto Sepúlveda IV,41.607025,-8.371168,3
687,Reais I (Paço),41.606449,-8.370520,3
688,Reais II,41.603645,-8.370299,3
689,Reais III,41.603039,-8.369062,3
690,Senhor Passos I (Padrão),41.601936,-8.363419,3
691,Senhor Passos I (Padrão),41.602001,-8.363497,3
692,Senhor Passos II,41.602348,-8.360379,3
693,Senhor Passos II,41.602402,-8.360442,3
694,Senhor Passos III,41.603508,-8.358546,3
695,Senhor Passos III,41.603546,-8.358615,3
696,Senhor Passos IV (Crespos),41.604847,-8.356937,3
697,Senhor Passos IV (Crespos),41.604885,-8.357011,3
698,Aveliana (Venda Nova),41.604214,-8.354369,3
700,Principal I (Trobiscal),41.603695,-8.351816,3
702,Principal II (Escola),41.604321,-8.345762,3
704,Principal III (Bouça),41.603699,-8.342628,3
706,Principal IV (Passos),41.603577,-8.339732,3
708,Matinho,41.607052,-8.338023,3
710,Matinho (Pousada),41.608257,-8.335815,3
711,Santo André III (P Industrial),41.598415,-8.412481,3
713,Baltazar A Simões,41.598190,-8.416128,3
714,Marchante ,41.611866,-8.337572,3
715,Rabuíde (Cruzamento),41.613453,-8.336297,3
716,Gregossa,41.615108,-8.340334,3
717,Ponte do Porto,41.614513,-8.342804,3
718,Aveliana I,41.613148,-8.345966,3
719,Aveliana II ,41.610371,-8.349219,3
720,Aveliana III ,41.608421,-8.353323,3
